geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,NSCLC,SCLC
LEAP2,0.040398676,0.116025443,3.307887736,0.035075387,0.972019628,,0,0
LOC100134368,0.033353271,0.116025443,3.307887736,0.035075387,0.972019628,,0,0
OR7E12P,0.034636552,0.116025443,3.307887736,0.035075387,0.972019628,,0,0
SLC10A4,0.036870533,0.116025443,3.307887736,0.035075387,0.972019628,,0,0
SNORD116-7,0.034440735,0.116025443,3.307887736,0.035075387,0.972019628,,0,0
ZNF878,0.033627965,0.116025443,3.307887736,0.035075387,0.972019628,,0,0
SETD5,49.50234373,-0.005675146,0.16241594,-0.034942051,0.972125949,0.994721916,0,0
ATXN7L2,0.59139226,0.016388648,0.469838583,0.034881443,0.972174278,,0,0
PKD1L1,0.16876134,-0.062526902,1.794451627,-0.034844574,0.972203677,,0,0
NKAPP1,0.889679009,-0.014205125,0.40882573,-0.034746162,0.972282151,,0,0
LOC400685,0.073770379,0.06653572,1.916470616,0.03471784,0.972304735,,0,0
NDUFC2,17.67530212,-0.007613284,0.219695555,-0.034653793,0.972355806,0.994829361,0,0
FCRL4,0.069050488,0.091281483,2.643253396,0.034533762,0.97245152,,0,0
MRS2P2,0.165633525,-0.032467622,0.9416901,-0.034478033,0.972495959,,0,0
HBA2,3.015136717,0.048472697,1.40597637,0.034476182,0.972497435,,0,0
C21ORF7,1.764225281,-0.020420155,0.592498324,-0.034464495,0.972506755,,0,0
C10ORF91,0.04171032,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
CBY3,0.034721526,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
CDH10,0.041111088,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
DDX11L1,0.034136229,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
ERVFRD-1,0.031284789,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
FLJ40292,0.033361517,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
HCN2,0.039428616,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
KISS1,0.032873927,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
LOC100144603,0.036213393,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
ODF3L1,0.034960796,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
SNORA70E,0.032730097,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
STX1B,0.033561284,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
TMEM155,0.037182385,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
USH2A,0.033364608,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
DCAF4L2,0.045020542,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
ST8SIA2,0.034082014,-0.113811792,3.307887736,-0.034406183,0.972553253,,0,0
LHFPL5,0.065799683,0.091281287,2.66360958,0.03426977,0.972662031,,0,0
C1ORF220,0.320242157,-0.032223297,0.940462362,-0.03426325,0.97266723,,0,0
SCN4B,0.791364373,0.014955901,0.43848665,0.034107997,0.972791032,,0,0
RPS19BP1,10.30659244,0.006098712,0.178999712,0.03407107,0.972820478,0.995176989,0,0
TEX13B,0.062796926,0.091281091,2.68366941,0.034013538,0.972866355,,0,0
UGT1A1,0.127958987,-0.067832212,1.999654201,-0.033921971,0.972939373,,0,0
LIAS,3.44521536,0.00639811,0.189266916,0.033804693,0.973032893,,0,0
KIAA1919,3.35580877,0.005714569,0.169049612,0.033804097,0.973033369,,0,0
WASF3,2.206063714,0.011184542,0.331188842,0.033770889,0.97305985,,0,0
LCN10,0.059921754,0.091280891,2.704061754,0.033756955,0.973070961,,0,0
PM20D2,4.43911194,0.005339106,0.158181512,0.033753035,0.973074087,,0,0
ZNF793,3.630503737,0.009992596,0.296303234,0.033724222,0.973097064,,0,0
TNFRSF8,0.059272074,0.091280844,2.708844323,0.033697338,0.973118501,,0,0
SPINLW1-WFDC6,0.008347318,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
UCN,0.008347318,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ACSBG1,0.007465033,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ACTA1,0.00750932,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ACTL8,0.007351898,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ADAM18,0.008063085,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
AICDA,0.006626474,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ANKLE1,0.008133553,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ANKRD2,0.007628694,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ANKRD31,0.006571828,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ANKRD53,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
APOA2,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ARSH,0.008806237,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ART1,0.006716601,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ASB10,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
AXDND1,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
BANF2,0.006444562,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
BEST2,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C10ORF105,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C12ORF53,0.008133553,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C12ORF69,0.007569288,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C15ORF43,0.006540949,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C17ORF47,0.00751902,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C18ORF56,0.006499816,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C1ORF150,0.006899828,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C1ORF187,0.007464381,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C1ORF229,0.007351898,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C20ORF201,0.007351898,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C21ORF54,0.007464381,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C2ORF83,0.007061398,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C3P1,0.00661752,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C4B,0.006946882,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C7ORF66,0.007521133,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C8ORF51,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C9ORF43,0.007521133,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
C9ORF71,0.012200695,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CAHM,0.006571828,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CALML6,0.006534019,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CASP12,0.005967919,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CASQ1,0.006295759,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CATSPERD,0.006680864,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CCDC155,0.00750932,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CCL16,0.006680864,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CCL4L2,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CCNB3,0.007061398,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CEND1,0.008150652,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CLDN17,0.007307115,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CLDN22,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CLEC12B,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CLEC1B,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CNDP1,0.006441118,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CORT,0.00697856,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CPNE9,0.00743073,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CPSF4L,0.007444229,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CRCT1,0.007464381,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CSN1S2AP,0.011135544,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CT45A5,0.007061398,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CTRB1,0.007465033,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CYCSP52,0.00599495,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CYP1A2,0.005786204,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
CYP4F24P,0.006680864,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
DDN,0.00599495,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
DEFB107A,0.007696003,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
DEFB115,0.006571828,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
DEFB136,0.006499816,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
DOC2GP,0.009140243,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
DPPA4,0.006963728,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ELMOD1,0.00743073,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
EPB42,0.006295759,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ETV3L,0.006441118,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM154A,0.006136243,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM186A,0.008063085,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM19A3,0.006963728,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM19A4,0.008174075,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM46D,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM48B2,0.006946882,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM5B,0.007464381,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM5C,0.006438154,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FAM90A2P,0.006534019,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FLG2,0.006534019,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FLJ26245,0.006680864,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FLJ34503,0.005967919,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FLJ37201,0.006891931,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FLJ43390,0.00743073,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FLJ43826,0.006499816,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FOLR3,0.007762862,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FOXN4,0.00859507,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FOXR2,0.007444229,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
FXYD7,0.008150652,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GADL1,0.006680864,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GATSL1,0.007464381,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GATSL2,0.008133553,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GLYATL1,0.006499816,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GNG13,0.006105102,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GNGT1,0.007696003,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GPR150,0.006891931,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GRIK1-AS2,0.006068059,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
GRM1,0.006963728,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
H2AFB1,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
HAPLN2,0.01052904,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
HORMAD2,0.006571828,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
HRK,0.008174075,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
HTR1E,0.007061398,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
IGSF5,0.00750932,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
IL1F10,0.009804537,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
IL36A,0.005921644,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
INHBE,0.007696003,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
IQCJ,0.005950738,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ITPK1-AS1,0.006105102,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KAAG1,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KCNIP4-IT1,0.00715537,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KCNJ18,0.006946882,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KIAA1210,0.006540949,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KIR2DL1,0.008133553,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KRT3,0.009140243,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KRT84,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KRTAP2-1,0.01052904,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KRTAP21-3,0.005229171,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
KRTAP5-7,0.007521133,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LCE1C,0.007696003,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LCE1F,0.007696003,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LCN8,0.006626474,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LINC00282,0.006068059,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LINC00460,0.006571828,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LINC00469,0.007521133,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LINC00515,0.006068059,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LIPM,0.00697856,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100128292,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100128554,0.006048757,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100128573,0.007603425,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100129427,0.008133553,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100129520,0.006105102,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100129722,0.007521133,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100130275,0.007811082,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100132215,0.005921644,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100133612,0.009289119,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100144604,0.005950738,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100189589,0.006295759,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100287036,0.008029775,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100289495,0.008806237,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100500773,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100505478,0.007444229,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100506388,0.00697856,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100507634,0.006534556,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC100652770,0.006880498,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC158572,0.006438154,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC283761,0.009140243,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC284950,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC285484,0.006444562,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC286186,0.009289119,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC339822,0.006946882,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC388849,0.006680864,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC401431,0.006499816,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC440600,0.006963728,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC441601,0.007061398,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC442028,0.011632593,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC642929,0.009289119,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOC728758,0.008063085,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LOH12CR2,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
LRRC38,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MAB21L1,0.005950738,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MBL2,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MBOAT4,0.006068059,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MCART3P,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MEIG1,0.006438154,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MGC16142,0.008806237,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MPO,0.00715537,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MRO,0.007465033,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
MYBPC3,0.006136243,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NANOG,0.00751902,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NAT8B,0.00859507,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NEU4,0.008806237,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NF1P2,0.006646872,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NKAIN1,0.006891931,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NKX2-6,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NPAS1,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NR2E3,0.006951242,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NXNL2,0.009804537,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
NXPH2,0.006680864,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OLFM3,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OPRM1,0.00751902,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR10A2,0.005688757,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR2A14,0.00715537,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR2A4,0.006499816,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR2B2,0.007061398,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR51E1,0.007603425,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR51Q1,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR52D1,0.006123112,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR52N1,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR52N5,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR56A1,0.00750932,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR5K2,0.005688757,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR6A2,0.006068059,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR6C65,0.006441118,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR7C1,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR8A1,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR8B3,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
OR8G5,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
P2RX6,0.005774819,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PDCL2,0.006646872,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PDE6A,0.00751902,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PER4,0.006963728,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PLA2G2C,0.006687621,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PLG,0.006105102,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PROKR1,0.00661752,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PROZ,0.007444229,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PRPH,0.033128263,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PRR25,0.008439011,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PSD2,0.010937949,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PSG7,0.00859507,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PSG9,0.00859507,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PSORS1C2,0.00715537,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PTH,0.005921644,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PWRN1,0.006295759,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
PYGM,0.007603425,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
RBFOX3,0.007811082,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
RFPL3,0.007465033,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
RHBDL3,0.007444229,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
RHOXF2B,0.006759757,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
RLN2,0.006476454,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
RNF224,0.006534019,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
ROPN1B,0.00859507,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
RPRML,0.006680864,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
RS1,0.005950738,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SAMD7,0.006626474,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SBK2,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SCGB2B2,0.006951242,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SDR9C7,0.007444229,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
14-Sep,0.01100502,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
6-Sep,0.01100502,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SERPINA6,0.008150652,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SHANK1,0.008671748,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SLC22A10,0.005786204,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SLITRK2,0.006499816,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORA40,0.021479001,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORA70B,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD114-22,0.006946882,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD114-24,0.006880498,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD114-25,0.011461973,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD116-11,0.006444562,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD126,0.006963728,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD27,0.006951242,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD30,0.006472428,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD43,0.007811082,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SNORD69,0.006534556,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SPAG11B,0.006499816,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SPANXC,0.008671748,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SPANXN1,0.008671748,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SPATA21,0.008023262,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SPHKAP,0.008806237,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SPINK8,0.006295759,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SPTA1,0.008671748,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SRRM5,0.008133553,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SSTR3,0.006626474,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SSX1,0.005229171,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
STMN4,0.008150652,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SULT1C2P1,0.00599495,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
SYCE3,0.006571828,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TAAR1,0.008150652,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TAL2,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TAS1R1,0.007464381,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TAS2R8,0.007464381,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TBC1D3C,0.008133553,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TCAP,0.007628694,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TCEB3B,0.005752762,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TFDP3,0.006880498,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TGIF2LX,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
THEG,0.00859507,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TMEM132C,0.006472428,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TMEM151A,0.007050008,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TMEM151B,0.007351898,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TMEM179,0.00715537,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TMEM215,0.008063085,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TMEM72,0.006105102,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TMEM95,0.00859507,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TNNI3K,0.007351898,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TOP1P2,0.005774819,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TRH,0.007521133,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TSPYL6,0.00751902,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TSSK1B,0.011461973,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TSSK2,0.005774819,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
TTC9B,0.005774819,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
UCP1,0.006963728,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
UOX,0.006444562,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
USP26,0.006963728,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
VSX1,0.006123112,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
VWA5B1,0.007351898,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
WEE2,0.005967919,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
WFDC6,0.011632593,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
WNT9B,0.006444562,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
WWTR1-AS1,0.008806237,0.110720789,3.307887736,0.033471749,0.973298394,,0,0
