,Name,FC,logFC,logCPM,P-Value,FDR,SCLC,NSCLC
322,ZBTB1,-1.152332189,-0.20455667,4.426139603,0.055159052,0.201659401,0,0
323,ZBTB5,1.20382103,0.267620925,4.842658092,0.009944849,0.07504358,0,0
324,ZBTB3,1.078920859,0.109589044,2.586442256,0.462011026,0.679884976,0,0
325,ZBTB2,1.256145251,0.329003296,4.378087022,0.001915688,0.029462269,0,0
326,PKHD1,-1.834100558,-0.87507274,5.617325263,0.008404607,0.068719185,0,0
327,NKAIN2,-1.020868327,-0.029796797,6.476988102,0.903472627,0.959797414,0,0
328,NEU3,1.157082145,0.21049129,5.008071573,0.062135158,0.215560279,0,0
329,NKAIN1,1.382561048,0.467343185,-0.416514248,0.253159455,0.482322291,0,0
330,LOC100288203,1.284379777,0.361071854,1.230800097,0.045010935,0.178222118,0,0
331,NKAIN3,2.006080036,1.004379166,5.819170015,0.072154952,0.235601798,0,0
332,RACGAP1,1.427409861,0.513399645,5.118300913,0.011223313,0.079656954,0,0
333,H3C1,1.487104031,0.572505575,2.580882192,0.03010191,0.140984646,0,0
334,KCNN2,-1.585955225,-0.665352041,2.834364501,0.012530201,0.084967426,0,0
335,H3C3,1.654599037,0.726481647,3.97809316,0.01492164,0.094559501,0,0
336,H3C2,1.621530756,0.697356388,4.942305747,0.020321719,0.112300353,0,0
337,KCNN3,1.134033483,0.181463237,4.712677857,0.425857028,0.647742851,0,0
338,H3C4,1.285246642,0.362045243,3.719052607,0.156177052,0.366727977,0,0
339,H3C7,1.427127579,0.513114312,3.81545689,0.125244853,0.323127147,0,0
340,LOC100288208,-1.032443135,-0.046062323,-1.622543204,0.939950126,0.977239688,0,0
341,H3C6,1.174329542,0.231837316,2.164911942,0.481494945,0.694552332,0,0
342,BBS2,-1.111433557,-0.152421704,5.464189814,0.07754945,0.246231018,0,0
343,SLC10A4,1.109454412,0.149850388,-0.219463143,0.664176795,0.824108334,0,0
344,NTNG2,1.375206855,0.459648642,2.089063654,0.095508579,0.277056128,0,0
345,SLC10A5,1.077482183,0.107664014,2.518315965,0.58992858,0.77398233,0,0
346,BBS1,1.023100918,0.032948458,3.394600417,0.692337393,0.842545468,0,0
347,SLC10A6,-1.765945856,-0.820441111,1.321391906,0.000807832,0.017615538,0,0
348,SLC10A7,-1.299618143,-0.378087789,7.179361285,0.000234515,0.008151561,0,0
349,YES1,1.103125009,0.14159629,7.085029312,0.290515254,0.521966815,0,0
350,MAP1LC3BP1,1.113318924,0.15486693,-2.221541458,0.823176384,0.920344182,0,0
351,HSD17B1P1,1.058776346,0.082397869,-0.029189543,0.693500715,0.843266224,0,0
352,SLC10A1,-1.176002075,-0.233890605,2.067856419,0.200804247,0.422921889,0,0
353,TRDV1,1.65515108,0.726962911,-1.42198329,0.076454775,0.244234746,0,0
354,LOC102724960,1.179834603,0.238584628,0.319378693,0.328434589,0.560319098,0,0
355,IL36G,1.175443339,0.233204997,1.168972549,0.748594012,0.8777905,0,0
356,SUCO,1.002792217,0.004022705,7.522673801,0.982365206,0.997188413,0,0
357,CPLANE1,-1.079851155,-0.110832467,7.784848806,0.24136656,0.470096356,0,0
358,CPLANE2,-1.178569793,-0.237037195,1.098320531,0.14906083,0.356656798,0,0
359,NET1,1.026249215,0.037381118,7.40778,0.854988601,0.937762417,0,0
360,LOC100506990,1.107859626,0.147775092,2.708785124,0.463779582,0.681276848,0,0
361,ZBTB6,1.295024137,0.372978987,4.195409248,0.009902964,0.074841737,0,0
362,MC1R,1.03252995,0.04618363,1.912259069,0.858102517,0.939277417,0,0
363,LOC102724965,-1.159615286,-0.213646256,0.087139155,0.181935959,0.399806937,0,0
364,FAM30A,1.886733159,0.915890397,-0.86088085,0.063407018,0.218332552,0,0
365,SPDYA,1.135795125,0.183702624,2.685369104,0.21819894,0.44334689,0,0
366,GRB2,1.311031578,0.390702435,7.637750551,4.8333e-05,0.002965757,0,0
367,GRAP,1.343316711,0.425799486,1.45479171,0.103513693,0.289615761,0,0
368,ADM-DT,1.739358663,0.798555453,-0.106246116,0.022378782,0.118884648,0,0
369,TFB1M,1.044934088,0.063411944,4.976631254,0.534509116,0.734847859,0,0
370,C8B,-1.017385578,-0.024866549,0.846523768,0.91971804,0.967725862,0,0
371,KCNT1,2.17200389,1.119026687,1.17448596,0.005684263,0.055244896,0,0
372,C8G,1.521601117,0.60559021,-0.271661224,0.098613497,0.281654331,0,0
373,KCNT2,-1.282114331,-0.358524919,5.760853558,0.115735803,0.308244373,0,0
374,SUFU,1.091551072,0.126379633,5.574404065,0.157122126,0.368020062,0,0
375,RNF213-AS1,-1.417935082,-0.503791482,2.525368926,0.003505756,0.042138181,0,0
376,BBS9,-1.179682657,-0.238398816,7.630283338,0.056344382,0.20402402,0,0
377,FCER1A,-1.378907156,-0.463525322,2.323407903,0.158119761,0.369280219,0,0
378,BBS7,1.059262075,0.083059575,4.33957314,0.342499655,0.573141397,0,0
379,LOC105375056,1.47257943,0.558345454,-0.324771383,0.046870533,0.182377695,0,0
380,BBS5,-1.047515081,-0.066971015,4.045246342,0.474445606,0.68936124,0,0
381,LOC105375055,-1.344507032,-0.427077301,-1.464114806,0.261765852,0.492082979,0,0
382,BBS4,1.003186333,0.004589599,5.334872603,0.962680952,0.988213207,0,0
383,LOC105376384,1.055825098,0.078370866,0.53334181,0.70650049,0.852389903,0,0
384,EIF5AL1,1.59878826,0.676978884,2.397982599,0.000942408,0.019320855,0,0
385,H3C8,1.615003738,0.691537504,3.439068561,0.055753703,0.202933035,0,0
386,ZHX2,1.02067444,0.02952277,7.937222767,0.832980107,0.925231975,0,0
387,FCER1G,1.479670114,0.565275569,4.966279216,0.022224252,0.118304105,0,0
388,PCYT1A,1.159790018,0.213863627,6.513730768,0.135858834,0.338074487,0,0
389,AGTRAP,-1.027790161,-0.039545746,4.557879881,0.755833144,0.882353746,0,0
390,CACYBP,1.390823256,0.475939096,5.728098132,0.005054337,0.051714781,0,0
391,TFB2M,1.08534548,0.118154345,4.579554537,0.358921144,0.588033664,0,0
392,ZHX1,1.160278549,0.214471196,-1.48922734,0.497410591,0.70663602,0,0
393,RNF144A,-1.131121068,-0.177753354,6.146241044,0.183207002,0.401327247,0,0
394,RNF144B,-1.111227316,-0.152153969,7.320897609,0.305150934,0.53694619,0,0
395,LOC105375047,-1.064378411,-0.090011154,-1.648492723,0.871880998,0.945204216,0,0
396,PITPNM1,1.093840601,0.129402518,5.218800262,0.410193822,0.633318768,0,0
397,PITPNM3,-1.303602308,-0.382503811,5.052248087,0.022613499,0.119625511,0,0
398,PITPNM2,-1.059504089,-0.083389156,6.083104942,0.594701561,0.776905241,0,0
399,TAX1BP1,-1.11903938,-0.162260807,8.353466935,0.095598508,0.277172699,0,0
400,TREHP1,-1.201988744,-0.265423386,-1.740975566,0.50892557,0.716102015,0,0
401,FAM193B,-1.162878878,-0.217700837,5.321661076,0.048958517,0.187147574,0,0
402,LOC105375040,-1.164088504,-0.219200749,-0.581195845,0.359839827,0.588855875,0,0
403,FAM193A,-1.024192327,-0.034486656,7.237677639,0.706285951,0.852277966,0,0
404,LOC105375044,-1.481322733,-0.566885992,4.914952991,0.030905697,0.142950458,0,0
405,LOC105376373,1.899543832,0.925653003,-1.992450475,0.095000259,0.276108027,0,0
406,LOC101927825,-1.229290661,-0.297826076,1.657229018,0.188636379,0.408905119,0,0
407,SSNA1,1.216310473,0.282511535,3.480690394,0.115333456,0.307650011,0,0
408,NEXN,-1.050646935,-0.071277939,4.692470454,0.674384436,0.8308712,0,0
409,LOC105375079,-1.253084039,-0.325483173,-1.078020028,0.280551641,0.512208101,0,0
410,PEX16,1.031298318,0.044461713,3.606999403,0.722460089,0.861492157,0,0
411,KRT87P,-1.379719299,-0.464374784,2.069526278,0.100373816,0.284860573,0,0
412,PEX19,1.079588133,0.110481024,5.493231379,0.462637879,0.680351845,0,0
413,KLHL2,-1.335640961,-0.417532243,7.008859535,0.000319261,0.009724531,0,0
414,PEX10,-1.276982811,-0.352739106,2.590380721,0.010299391,0.076130648,0,0
415,KLHL3,-1.031534102,-0.044791517,5.033091987,0.773403797,0.891917219,0,0
416,PEX12,1.150681918,0.202489086,2.587212119,0.198116524,0.420198243,0,0
417,CFAP157,1.290418148,0.367838634,-1.341187264,0.398006882,0.622865969,0,0
418,PEX13,1.050927991,0.07166382,6.302523977,0.540776108,0.738911422,0,0
419,PEX14,-1.219276215,-0.286024992,6.52213347,0.001171992,0.021892639,0,0
420,PSMC6P1,1.346260076,0.428957143,0.916033829,0.005562848,0.054740966,0,0
421,ETAA1,1.047802543,0.067366868,5.264995341,0.534081887,0.73473299,0,0
422,TFAP4,-1.019794,-0.028277755,3.215365391,0.823168637,0.920344182,0,0
423,KLHL5,1.284899144,0.361655122,6.8182592,0.019955035,0.111080971,0,0
424,KLHL6,1.495247787,0.580384582,5.948041676,0.015079522,0.094951538,0,0
425,KCNS2,-1.244792672,-0.315905472,0.757214916,0.077720614,0.246497484,0,0
426,KCNS3,-1.293722223,-0.371527888,5.926025216,0.048455413,0.186143326,0,0
427,KLHL7,-1.132660235,-0.17971516,5.793890714,0.083647303,0.256691446,0,0
428,CFAP161,-1.095186202,-0.131176176,1.649265725,0.599440471,0.780085119,0,0
429,KLHL8,-1.022173031,-0.031639432,5.546528596,0.696682319,0.844738886,0,0
430,LOC105375063,-1.307748491,-0.387085106,-1.795600393,0.187598425,0.407408595,0,0
431,LOC105376398,2.113443924,1.079595834,-1.393755779,0.054469546,0.200204179,0,0
432,LOC105376392,1.170760683,0.227446203,-0.831398293,0.358348609,0.587603459,0,0
433,LOC105375065,-1.877134164,-0.908531768,2.094114409,0.008024969,0.067310361,0,0
434,LOC101927840,1.096482778,0.132883153,-1.564147251,0.731333058,0.866806075,0,0
435,LOC101927845,-1.187305853,-0.247691624,-0.719350986,0.419338312,0.641577561,0,0
436,PTPRD-AS2,2.900061221,1.536083356,-2.048132176,0.034643854,0.152568724,0,0
437,INPPL1,1.022341889,0.031877739,6.594285697,0.788788142,0.900158783,0,0
438,PLAT,1.1136632,0.155312991,6.695952391,0.691788036,0.842136012,0,0
439,PLB1,-1.026912807,-0.038313691,4.003777293,0.836235578,0.927649742,0,0
440,IGF1R,-1.119394591,-0.162718681,8.788958318,0.308489267,0.540703714,0,0
441,PPIP5K1,-1.001046486,-0.00150897,3.928987888,0.97706854,0.994926715,0,0
442,PPIP5K2,-1.02535413,-0.036122265,7.128442231,0.683255385,0.837107416,0,0
443,ENPP2,1.097748746,0.134547886,6.466580807,0.533709123,0.734513885,0,0
444,ENPP1,1.276621563,0.352330922,3.434371965,0.164023564,0.376996867,0,0
445,RXYLT1,1.014334294,0.020533199,4.169381552,0.890711328,0.95399592,0,0
446,ENPP4,-1.289800171,-0.367147566,5.900241163,0.070187698,0.231721033,0,0
447,ENPP3,-1.917002278,-0.938852052,4.693580054,0.005576016,0.054812346,0,0
448,ENPP6,1.606671352,0.684074853,1.43261469,0.012724425,0.085512633,0,0
449,ENPP5,-1.222123173,-0.289389696,4.728273391,0.221791469,0.44791138,0,0
450,ENPP7,1.236517229,0.306282341,-0.179004189,0.369547939,0.597525781,0,0
451,LOC101927851,-1.17578868,-0.233628793,0.481377637,0.312457953,0.544523164,0,0
452,LOC389247,-1.06900334,-0.096266361,1.880880467,0.407912326,0.63147229,0,0
453,ADAM11,1.397352795,0.482696309,0.120894345,0.080444601,0.251755686,0,0
454,ADAM10,1.111809396,0.152909479,8.145081608,0.126019426,0.324489738,0,1.0
455,DHDDS,-1.029507724,-0.041954655,5.608453057,0.548793645,0.74475372,0,0
456,ADAM19,1.413416343,0.499186496,6.510068873,0.019343267,0.109282509,0,0
457,ADAM17,1.0085921,0.012342831,6.539956589,0.903886841,0.959997527,0,1.0
458,BRMS1,1.293256911,0.371008901,4.258022963,0.013312147,0.087909064,0,0
459,LOC105377665,1.292085544,0.369701589,-1.516002368,0.301726242,0.533491811,0,0
460,LOC105377666,-1.631443156,-0.706148721,-0.106363169,0.033986378,0.151120187,0,0
461,LOC91548,-1.157155067,-0.210582209,0.049233064,0.591831373,0.775695222,0,0
462,CARD19,1.071558575,0.099710714,3.782763005,0.458415178,0.676671578,0,0
463,ADAM12,1.174905752,0.232545032,6.451522967,0.33500642,0.565991494,0,1.0
464,CARD18,3.725507838,1.897437098,-1.759592335,0.034921492,0.15334753,0,0
465,PLAA,1.18425011,0.243973806,5.551021363,0.048892599,0.187076382,0,0
466,LOC105377663,1.202259608,0.265748456,2.754855821,0.171686649,0.386422332,0,0
467,CARD16,1.321381566,0.402047124,2.97037001,0.024992704,0.127496954,0,0
468,LOC105376333,1.106256172,0.145685505,-1.613832469,0.653903088,0.817141295,0,0
469,CARD14,-1.076975075,-0.106984861,3.381871173,0.722215441,0.861394254,0,0
470,LOC105375001,-1.005359224,-0.007711081,0.590220768,0.951473259,0.983651567,0,0
471,CARD11,1.383178486,0.467987335,5.73013732,0.029166705,0.138772192,0,0
472,LOC105377660,-1.369523106,-0.453673606,-1.519091135,0.303455512,0.535489667,0,0
473,LOC101927863,1.054093196,0.076002426,-0.108334249,0.636068078,0.80540519,0,0
474,CCDC15-DT,-1.245060152,-0.316215444,-1.618103639,0.27575139,0.507095396,0,0
475,HTRA3,1.021535278,0.030739027,4.094872512,0.924497991,0.969532385,0,0
476,HTRA4,1.603435858,0.681166643,2.579400673,0.00967499,0.074104569,0,0
477,PLD5,-1.422909049,-0.508843449,5.873972652,0.140243293,0.343815121,0,0
478,HTRA1,1.18118456,0.240234404,5.482211238,0.229709087,0.456645904,0,0
479,HTRA2,1.332872755,0.414539058,2.958404167,0.007333211,0.063836373,0,0
480,PLD4,-1.26335262,-0.337257373,1.839502739,0.081807287,0.253762628,0,0
481,DAPP1,1.163026657,0.217884164,5.716762371,0.178823399,0.39536101,0,0
482,PLD6,1.129180291,0.175275853,2.375344749,0.275716699,0.507078749,0,0
483,PLD1,1.169057152,0.225345461,7.35015412,0.29080864,0.52234285,0,0
484,PLD2,1.059970705,0.084024393,4.578856717,0.400678429,0.625839007,0,0
485,NME1-NME2,1.131198535,0.177852157,-0.550623253,0.41391124,0.636335282,0,0
486,GRK1,1.185554375,0.245561833,-1.263930996,0.562377791,0.754747095,0,0
487,KCNV2,1.169061024,0.225350239,2.197639103,0.205615437,0.428661818,0,0
488,GRK2,1.201410697,0.264729414,6.293921194,0.023245423,0.12198142,0,0
489,LOC105375036,1.676469084,0.745425878,-1.793044114,0.24540288,0.474323442,0,0
490,GRK5,1.089536505,0.123714535,6.864602537,0.580909796,0.766971558,0,0
491,GRK4,-1.094509572,-0.130284571,3.369288107,0.291704815,0.523505541,0,0
492,LOC105377699,1.305719869,0.384845412,-1.673244865,0.344090904,0.574394826,0,0
493,LOC105376368,1.09624991,0.132576725,-1.530930588,0.876172655,0.946419594,0,0
494,GRK6,1.087781778,0.121389164,4.353089141,0.323250689,0.555838301,0,0
495,PIBF1,-1.129427752,-0.175591986,7.594450534,0.070743728,0.232840579,0,0
496,LOC105376361,1.426724902,0.512707184,-0.919475517,0.169268353,0.383261533,0,0
497,SUCLA2P2,2.545280255,1.347824517,-2.14677727,0.110689169,0.300674409,0,0
498,LOC101927872,-1.168145101,-0.224219489,-0.985802993,0.572007147,0.760079229,0,0
499,IGF2R,1.116116172,0.158487199,8.562900401,0.11124283,0.301377309,0,0
500,LOC101927870,1.36751331,0.451554875,0.346101844,0.297838291,0.529516563,0,0
501,BSPRY,-1.09026409,-0.124677635,4.372395654,0.567148619,0.757333221,0,0
502,RPS6KA2-AS1,1.02395939,0.0341585,-1.417598667,0.91448144,0.965237161,0,0
503,LOC105377683,-1.0118778,-0.017035073,-0.392766767,0.955813366,0.984760568,0,0
504,LOC105377684,-1.019726286,-0.028181957,2.685014596,0.885405163,0.951197355,0,0
505,SPINK14,-1.866212746,-0.900113461,0.282193451,0.011534629,0.080853034,0,0
506,ZMYND15,1.013122854,0.01880913,2.269884411,0.935843999,0.974882682,0,0
507,IGHV4-30-2,1.90661684,0.931014944,0.037475722,0.289267207,0.520623062,0,0
508,ZMYND19,1.038079268,0.053916613,3.478054934,0.676240996,0.831744029,0,0
509,PLEK,1.810522771,0.856406322,5.731475087,0.000335951,0.01006597,0,0
510,TRQ-CTG5-1,2.310481961,1.208193826,-2.09612751,0.080147525,0.251133991,0,0
511,PITPNC1,1.039193459,0.055464255,7.732697085,0.804891051,0.90942838,0,0
512,GRM3,1.326278923,0.407384213,2.713669107,0.1224989,0.318871182,0,0
513,LOC105378967,-1.321719988,-0.402416568,1.094536665,0.044759177,0.177510931,0,0
514,MIR3945HG,1.172860671,0.23003164,0.438138083,0.54029394,0.738641981,0,0
515,CA1,-1.340640395,-0.422922309,5.13798001,0.077173525,0.245480355,0,0
516,GRM5,1.02523005,0.035947671,3.846972286,0.925642762,0.970132084,0,0
517,LOC105378964,1.711074483,0.774902562,2.520363965,0.008184964,0.067875143,0,0
518,LOC105377632,1.230457895,0.299195292,4.918868225,0.17317557,0.388166993,0,0
519,ZIC2,1.688773457,0.755975809,0.751288842,0.21720967,0.44229699,0,0
520,GRM7,1.175855933,0.23371131,4.546420634,0.483296971,0.695984236,0,0
521,CA3,-1.018329655,-0.026204668,0.502269252,0.893540467,0.955215575,0,0
522,GRM6,-1.602627947,-0.68043954,0.204282018,0.012661919,0.085295447,0,0
523,CA2,1.243755655,0.314703086,4.221641265,0.297797852,0.529516563,0,0
524,CA4,-1.207089791,-0.271532997,1.338777822,0.327564719,0.559559079,0,0
525,ZIC1,-1.194059932,-0.25587525,-0.050639318,0.693491121,0.843266224,0,0
526,CA7,-1.307811921,-0.387155079,-0.784501771,0.175776336,0.391542334,0,0
527,CA6,1.789526036,0.839577534,-0.305064604,0.048926721,0.187147574,0,0
528,CA9,1.362015886,0.44574353,3.045744819,0.4098438,0.633171189,0,0
529,LOC105378962,-1.161112232,-0.215507428,-0.612159044,0.668340864,0.826721221,0,0
530,CA8,1.03705522,0.052492716,4.512672425,0.909218056,0.962919128,0,0
531,MYBL1,1.302121825,0.380864432,4.480305066,0.043090848,0.173118724,0,0
532,SUN3,1.345552984,0.428199201,-0.191816715,0.2229897,0.449433434,0,0
533,SUN1,-1.253493497,-0.325954512,7.180496946,0.002243088,0.032596467,0,0
534,NARS1P1,1.558366896,0.640034936,-0.874833399,0.105615452,0.292775403,0,0
535,CAD,1.291992227,0.36959739,5.858145142,0.007260649,0.06348878,0,0
536,LOC101927890,2.205327578,1.140992969,-1.59053591,0.019311604,0.109189508,0,0
537,SEPTIN7P2,-1.122804657,-0.167106953,5.479491326,0.057734037,0.206764886,0,0
538,LOC105378949,-1.098148778,-0.135073525,-0.80405513,0.654859624,0.817768256,0,0
539,CFAP100,1.158282126,0.211986697,3.391293658,0.501839723,0.710427746,0,0
540,ELF1,-1.034453536,-0.048868846,8.245924676,0.602026464,0.782256128,0,0
541,ELF2,-1.120740392,-0.164452131,7.338014463,0.073158096,0.237706724,0,0
542,LOC105377628,1.187172572,0.247529667,-0.251681923,0.375006255,0.602410145,0,0
543,ELF3,-1.221542992,-0.28870464,7.584862685,0.209532287,0.432897689,0,0
544,LOC105377621,1.081470336,0.112994093,1.385290821,0.495672116,0.705483816,0,0
545,GFOD1,-1.039864547,-0.056395615,6.293140342,0.746784283,0.876992274,0,0
546,LOC105377623,-1.280262133,-0.356439232,1.799417412,0.080133416,0.251133991,0,0
547,RBM48P1,2.643271511,1.402324623,-2.237664875,0.080734961,0.252175624,0,0
548,ELF5,1.313351282,0.393252846,4.397996668,0.326640613,0.558593783,0,0
549,CAT,1.071761783,0.099984278,6.539361649,0.509350008,0.716342492,0,0
550,GFOD2,-1.010145278,-0.014562794,4.366616046,0.883151572,0.950531769,0,0
551,LOC105378951,1.033883865,0.048074138,-0.055718911,0.890920946,0.954013777,0,0
552,KCCAT198,1.727460782,0.788652958,-0.894681346,0.060789192,0.212920213,0,0
553,ZMYND10,1.114652875,0.156594497,1.957441479,0.685254361,0.838465773,0,0
554,ZMYND11,-1.076612196,-0.106498674,7.37874115,0.141488036,0.345611856,0,0
555,ZMYND12,-1.184962385,-0.244841263,1.609033297,0.242532596,0.471430927,0,0
556,SHANK2,-1.384775745,-0.469652361,7.859618406,0.020068628,0.111472796,0,0
557,PLEC,1.231085299,0.299930726,9.221563708,0.128081541,0.327159592,0,0
558,KRT17P3,1.817043063,0.861592611,-1.631373387,0.185539885,0.404832185,0,0
559,DAPL1,1.664254849,0.734876371,3.154101543,0.330669386,0.562496827,0,0
560,CBL,1.19612182,0.258364329,6.662555262,0.008234698,0.068116487,0,1.0
561,GACAT2,1.80507069,0.852055337,-1.019352764,0.013504475,0.088734719,0,0
562,LOC105377659,-1.91216349,-0.935205879,0.669816912,0.00014968,0.006071754,0,0
563,SV2C,-1.399171867,-0.484573186,2.517504209,0.032451656,0.147208451,0,0
564,SV2B,1.369138747,0.453268655,2.916033162,0.145741299,0.352122088,0,0
565,SV2A,1.61087808,0.687847307,2.161978601,0.017574601,0.103572841,0,0
566,TBX20,-1.785824383,-0.836590214,1.672772431,0.02223914,0.118304105,0,0
567,LOC105378980,1.256668417,0.329604033,-1.728802799,0.459361815,0.67765033,0,0
568,CLVS1,-1.167843652,-0.223847143,4.495602932,0.332292456,0.56349826,0,0
569,RRM1,1.282625895,0.359100439,5.963714809,0.037717356,0.160048185,0,0
570,RRM2,1.217597136,0.28403687,5.725066278,0.247161101,0.475659458,0,0
571,ATP5PBP3,-2.047595213,-1.033930539,-2.28556606,0.072929568,0.237081033,0,0
572,LOC90246,-1.157559901,-0.211086852,1.466661302,0.476879516,0.691373924,0,0
573,CCK,1.678108746,0.74683621,-1.594423335,0.242647984,0.471516195,0,0
574,ZIC4,-1.438721069,-0.524786918,1.538468217,0.459257231,0.67759713,0,0
575,ZIC5,1.649087815,0.721668226,0.670739095,0.319990773,0.552876519,0,0
576,SUOX,-1.109894658,-0.150422754,4.417835365,0.281259979,0.512890495,0,0
577,TBX19,-1.068775881,-0.095959356,3.893850414,0.494438554,0.704598893,0,0
578,HS3ST4,-1.086151643,-0.119225538,4.013647201,0.78050736,0.895514245,0,0
579,HS3ST1,-1.522215793,-0.606172893,5.817321543,0.004501986,0.048430283,0,0
580,TBX18,1.115877014,0.15817803,2.863579949,0.791064904,0.901716424,0,0
581,HS3ST2,1.750766197,0.807986434,5.419591604,0.024133452,0.125092761,0,0
582,CD2,1.706401784,0.770957379,4.674847519,0.001275033,0.023093044,0,0
583,TBX15,-1.654383538,-0.726293736,4.686032008,0.017626811,0.103695144,0,0
584,CD4,1.408938903,0.494609052,5.932628881,0.016640464,0.100126283,0,1.0
585,CCS,1.025274915,0.036010802,4.078804079,0.703601065,0.850028823,0,0
586,NOPCHAP1,1.220715042,0.287726464,4.896969586,0.009493738,0.073373127,0,0
587,CD6,1.477575977,0.563232315,4.42376557,0.012912992,0.086281472,0,0
588,LOC105378975,-1.014074486,-0.020163625,-0.081196659,0.918784235,0.967197924,0,0
589,CD5,1.218433804,0.285027874,4.063666077,0.110992645,0.301028607,0,0
590,LOC105377644,1.00407302,0.005864192,0.92912564,0.976731411,0.994634779,0,0
591,LOC105378977,1.115002137,0.157046476,0.111410046,0.593263826,0.776615816,0,0
592,CD7,1.431516556,0.517544355,1.921572674,0.045954529,0.180049261,0,0
593,CD9,-1.537001346,-0.620118429,5.898416796,0.002705659,0.036353616,0,0
594,ATP5PBP7,-1.158440206,-0.21218358,-1.113287484,0.291791031,0.523593088,0,0
